Text,Sentiment
i feel festive myself as the hindu holiday finished yesterday and it feels as though we can breathe again,joy
i feel about oprah she is such a draw to women she is friendly has dealt with her struggles openly such as weight and abuse and seems to genuinely care about issues that concern our lives,joy
i kind of used it as a get away after feeling annoyed by working on my other project and it has worked out,anger
i feel rotten for not getting hardly any in there,sadness
i think the truth is i ve been feeling restless direction less and at times frustrated the past month or two,fear
i listen to there s a lot of problems with vista now we listen to this garbage so right away i m left with this feeling which microsoft put out this defective product meaningful a most holes in it as well as intentionally were starting to have a universe compensate out for their latest,sadness
im so glad to say though that at my councilors house i feel so welcomed i feel so much more comfortable than i have anywhere else so far,joy
i feel i must also mention the absolutely ludicrous comedic set pieces that are so utterly impossible that they seem like desperate attempts at getting the audience to laugh,surprise
i was happy no doubt about that but after months of dating i started to feel skeptical about that relationship,fear
i don t oblige or they get hurt over it i start to feel agitated and then i start to get pissed,anger
