Text,Aspect Term,Sentiment
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Keynotes,Positive
" I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",hard drive,Negative
" I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",mother board,Negative
" I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",dvd drive,Negative
"The guy then said that if I insist on having the hinge tightened, they can do it for me but I have to accept the condition after the ""repair"".",hinge,Neutral
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard,Neutral
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",port,Neutral
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",plug,Negative
"I love the feel of the key board, as well as the trackpad.",key board,Positive
"I love the feel of the key board, as well as the trackpad.",trackpad,Positive
Now I have the best of both worlds with all of the power and ease of the Mac!,power,Positive
Now I have the best of both worlds with all of the power and ease of the Mac!,ease,Positive
Ease of use is just one of the benefits I love about my Mac.,use,Positive
#NAME?,Touchpad,Neutral
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,connection card,Neutral
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,Negative
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,Negative
"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.",4GB of RAM,Neutral
"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.",8GB of RAM,Neutral
"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game,Neutral
"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",Browsing,Positive
"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",itunes,Positive
"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.",price,Positive
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,Negative
"My friend just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.",motherboard,Negative
"  Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",Toshiba customer services,Negative
